id,nuc,name,parent,total
8109,,"University of Technology Sydney. University Library. City Campus, Blake Library.",NTSM,0
NTSM:LG,NTSM:LG,University of Technology Sydney. University Library. Commonwealth Journal of Local Governance.,NTSM,0
NTSM:CCS,NTSM:CCS,University of Technology Sydney. University Library. Cosmopolitan Civil Societies: An Interdisciplinary Journal.,NTSM,0
NTSM:G,NTSM:G,University of Technology Sydney. University Library. Gateways: International Journal of Community Research & Engagement.,NTSM,0
8110,,"University of Technology Sydney. University Library. Kuring-Gai Campus, George Muir Library.",NTSM,0
NTSM:LN,NTSM:LN,University of Technology Sydney. University Library. Literacy and Numeracy .,NTSM,0
NTSM:P,NTSM:P,University of Technology Sydney. University Library. PORTAL: Journal of Multidisciplinary International Studies.,NTSM,0
NTSM:PHR,NTSM:PHR,University of Technology Sydney. University Library. Public History Review .,NTSM,0
NTSM:PS,NTSM:PS,University of Technology Sydney. University Library. Public Space: The Journal of Law and Social Justice.,NTSM,0
NTSM:SJ,NTSM:SJ,University of Technology Sydney. University Library. Sydney Journal .,NTSM,0
NTSM:ICT,NTSM:ICT,University of Technology Sydney. University Library. The African Journal of Information and Communication Technology.,NTSM,0
NTSM:TC,NTSM:TC,University of Technology Sydney. University Library. Transforming Cultures eJournal .,NTSM,0
NTSM:IR,NTSM:IR,University of Technology Sydney. University Library. University of Technology Sydney: Institutional Repository.,NTSM,100509
NTSM:U,NTSM:U,University of Technology Sydney. University Library. Unscrunched.,NTSM,189
YFIU,YFIU,"University of the South Pacific. Library, Laucala Campus, Suva.",,1389
QSCUC,QSCUC,University of the Sunshine Coast. University of the Sunshine Coast Library.,,38151
QSCUC:RB,QSCUC:RB,University of the Sunshine Coast. University of the Sunshine Coast Library. USC Research Bank.,QSCUC,936
10219,,University of Western Australia.,,926313
WU:CAL,WU:CAL,University of Western Australia. Callaway Centre Archive.,10219,0
330857,,University of Western Australia. PioNEER - Network for Early European Research repository (CLOSED).,10219,180
WU:ANDS,WU:ANDS,University of Western Australia. Research Data via ANDS.,10219,2221
WU:R,WU:R,University of Western Australia. UWA Research Repository.,10219,188812
WU,WU,University of Western Australia. University of Western Australia Library.,10219,735100
9472,,"University of Western Australia. University of Western Australia Library. Education, Fine Arts and Architecture Library.",WU,0
9471,,University of Western Australia. University of Western Australia Library. Law Library.,WU,0
9478,,University of Western Australia. University of Western Australia Library. Music Library.,WU,0
9474,,University of Western Australia. University of Western Australia Library. Reid Arts and Business Library.,WU,0
9479,,University of Western Australia. University of Western Australia Library. Scholars' Centre.,WU,0
9469,,University of Western Australia. University of Western Australia Library. Science Library.,WU,0
10220,,University of Wollongong.,,309678
NWU:ANDS,NWU:ANDS,University of Wollongong. Research Data via ANDS.,10220,176
84823,,University of Wollongong. Shoalhaven Campus Library.,10220,0
NWU:DC,NWU:DC,University of Wollongong. University of Wollongong Archives .,10220,15297
NWU,NWU,University of Wollongong. University of Wollongong Library.,10220,294205
NWU:IR,NWU:IR,University of Wollongong. University of Wollongong Library. University of Wollongong: Institutional Repository.,NWU,77784
9650,,University of Wollongong. University of Wollongong in Dubai Library.,10220,0
SUL,SUL,Unley Libraries. Unley Civic Library.,,57327
15386,,UNSW Sydney.,,514229
NALII:ANDS,NALII:ANDS,UNSW Sydney. Australasian Legal Information Institute.,15386,1011
2288,,UNSW Sydney. Australian Human Rights Information Centre - Documentation Centre.,15386,0
NUN:DAAO,NUN:DAAO,UNSW Sydney. Design & Art Australia Online.,15386,17126
NUN:DC,NUN:DC,UNSW Sydney. Digital Collections.,15386,10614
NUN:NH,NUN:NH,UNSW Sydney. National Centre in HIV Social Research Library .,15386,0
6800,,UNSW Sydney. Nura Gili Resource Centre.,15386,0
NUN:ANDS,NUN:ANDS,UNSW Sydney. Research Data via ANDS.,15386,306
NUN,NUN,UNSW Sydney. UNSW Library.,15386,485172
6798,,UNSW Sydney. UNSW Library. Paddington Library.,NUN,0
6799,,UNSW Sydney. UNSW Library. UNSW Law Library.,NUN,0
NUN:IR,NUN:IR,UNSW Sydney. UNSW Library. University of New South Wales: Institutional Repository.,NUN,58423
NULS,NULS,Upper Lachlan Shire Library Service.,,7306
9125,,Upper Lachlan Shire Library Service. Crookwell Library.,NULS,0
1345,,Upper Lachlan Shire Library Service. Gunning Library.,NULS,0
15418,,Vianney College.,,11385
NVC:CCP,NVC:CCP,Vianney College. Christ the Priest Library.,15418,2726
NVC,NVC,Vianney College. St Ann's Library.,15418,8659
VDEAF,VDEAF,Vicdeaf.,,247
VLAC,VLAC,Victoria Legal Aid Library.,,3258
15423,,Victoria Plains Shire Council Libraries.,,0
WBOL,WBOL,Victoria Plains Shire Council Libraries. Bolgart Library.,15423,0
WCAL,WCAL,Victoria Plains Shire Council Libraries. Calingiri Library.,15423,0
WMOG,WMOG,Victoria Plains Shire Council Libraries. Mogumber Library.,15423,0
VPOL,VPOL,Victoria Police Library Service.,,6798
VPOL:M,VPOL:M,Victoria Police Museum.,,922
107417,,Victoria University.,,222239
VVUT:ANDS,VVUT:ANDS,Victoria University. Research Data via ANDS.,107417,47
VVUT,VVUT,Victoria University. Victoria University Library.,107417,222192
VVUT:LJJ,VVUT:LJJ,Victoria University. Victoria University Library. Law and Justice Journal.,VVUT,88
VVUT:IR,VVUT:IR,Victoria University. Victoria University Library. Victoria University: Institutional Repository.,VVUT,32429
VACL,VACL,Victorian Aboriginal Corporation for Languages.,,878
VVBL,VVBL,Victorian Bands' League.,,28
VGLS,VGLS,Victorian Government Library Service.,,57266
VJDL,VJDL,Victorian Government Library Service. DPC Library Collection.,VGLS,0
VDTF,VDTF,Victorian Government Library Service. DTF Collection.,VGLS,0
VDEEC,VDEEC,Victorian Government Library Service. Department of Education and Early Childhood Development Collection.,VGLS,0
VDPI,VDPI,Victorian Government Library Service. Department of Environment and Primary Industries Collection.,VGLS,0
VDOH,VDOH,Victorian Government Library Service. Department of Health (Vic) Collection.,VGLS,0
VSRD:B,VSRD:B,"Victorian Government Library Service. Department of State Development, Business and Innovation Collection.",VGLS,0
VDOI,VDOI,"Victorian Government Library Service. Department of Transport, Planning and Local Infrastructure Collection.",VGLS,1
VDVC,VDVC,"Victorian Government Library Service. Department of, Transport, Planning and Local Infrastructure Collection.",VGLS,0
VHCV,VHCV,"Victorian Government Library Service. Departments of Human Services, Health, Education Collection.",VGLS,0
VEPA,VEPA,Victorian Government Library Service. Environment Protection Authority (EPA) Collection.,VGLS,0
VLAW,VLAW,Victorian Government Library Service. Justice Library Collection.,VGLS,0
VSTO,VSTO,Victorian Government Library Service. State Revenue Office Collection.,VGLS,0
VROAD,VROAD,Victorian Government Library Service. VicRoads Collection.,VGLS,0
VIP,VIP,Victorian Interpretive Projects.,,312
QVC,QVC,Villanova College.,,0
WABL,WABL,VisAbility. VisAbility Library.,,7810
VIB,VIB,Vision Australia. Vision Australia Information Library Service.,,53702
WB,WB,Vose Seminary. Vose Library.,,26375
WCLM,WCLM,"WA Department of Biodiversity, Conservation and Attractions.",,50180
WDET,WDET,WA Department of Education. Library & Information Service .,,5191
WDAG,WDAG,WA Department of Justice - The Law Library.,,0
WOT,WOT,WA TAFE Consortium.,,1
NWAG,NWAG,Wagga Wagga Library.,,52373
SBAL,SBAL,Wakefield Regional Council. Balaklava Community Library.,,29284
VWARR,VWARR,Warrnambool and District Historical Society Inc..,,2862
VWRR,VWRR,Warrnambool Library and Learning Centre.,,46825
SMILL,SMILL,Wattle Range Council. Millicent Public Library.,,31649
NWAVC,NWAVC,Waverley College.,,0
8103,,Waverley College. Waverley College Library.,NWAVC,0
NWAV,NWAV,Waverley Council. Waverley Library.,,97438
NWAVE,NWAVE,Wavesound Pty Ltd.,,1
NGRE,NGRE,Weddin Shire Council. Grenfell & District Public Library.,,9618
QWPSHS,QWPSHS,Wellington Point State High School.,,0
VCGR,VCGR,Wellington Shire Library. Sale Library.,,71956
NWSHS,NWSHS,Wenona School Limited.,,0
7845,,Wenona School Limited. Wenona School Library.,NWSHS,0
VWCM,VWCM,Wesley College. Wesley College Library.,,0
TWHM,TWHM,Wesley Hobart Museum.,,68
WDK,WDK,West Arthur Shire Council. Darkan Public Library.,,0
QWPH,QWPH,"West Moreton Hospital and Health Service. The Park - Centre for Mental Health Treatment, Research and Education - The Park Library.",,798
WWBK,WWBK,Westbooks Library.,,1
WMU,WMU,Western Australian Museum. Western Australian Museum Library.,,20729
VHBH,VHBH,Western District Health Service. Hamilton Base Hospital Library.,,1044
QDWP,QDWP,Western Downs Libraries. Dalby Library.,,25460
VWEHE,VWEHE,Western Health.,,3338
VWHF,VWHF,Western Health. Footscray Hospital Library.,VWEHE,1459
VWHS,VWHS,Western Health. Sunshine Hospital Library.,VWEHE,1879
NWES,NWES,Western Riverina Libraries. Griffith City Library.,,87371
13482,,Western Sydney Local Health District.,,14984
NAHL,NAHL,Western Sydney Local Health District. Auburn Hospital Library.,13482,0
NBLH,NBLH,Western Sydney Local Health District. Blacktown-Mount Druitt Hospital Library - Peter Zelas Library Blacktown Hospital.,13482,2665
NCUH,NCUH,"Western Sydney Local Health District. Mental Health Library, Cumberland Hospital.",13482,3432
NMDH,NMDH,"Western Sydney Local Health District. Mt Druitt Hospital Library, Western Sydney Local Health District.",13482,1666
NAMA,NAMA,Western Sydney Local Health District. Westmead Hospital Library.,13482,7221
16915,,Western Sydney University.,,1320867
NUWS:ADELTA,NUWS:ADELTA,Western Sydney University. Australian Directory of Electronic Literature and Text-based Art (ADELTA).,16915,263
NUWS:B,NUWS:B,Western Sydney University. Bankstown Campus Library.,16915,19751
NUWS:C,NUWS:C,Western Sydney University. Campbelltown Campus Library.,16915,92266
NUWS:EC,NUWS:EC,Western Sydney University. Entwistle Collection.,16915,412
NUWS:FTF,NUWS:FTF,Western Sydney University. From farms to freeways: Oral History Collection.,16915,166
NUWS:H,NUWS:H,Western Sydney University. Hawkesbury Campus Library.,16915,182893
NUWS:D,NUWS:D,Western Sydney University. Library Depot.,16915,0
NUWS,NUWS,Western Sydney University. Library.,16915,704893
NUWS:IR,NUWS:IR,Western Sydney University. Library. Institutional Repository.,NUWS,71898
NUWS:L,NUWS:L,Western Sydney University. Liverpool Campus Library.,16915,15006
NUWS:N,NUWS:N,Western Sydney University. Nirimba Campus Library.,16915,20427
NUWS:PC,NUWS:PC,Western Sydney University. Parramatta City Campus Library.,16915,714
NUWS:P,NUWS:P,Western Sydney University. Parramatta South Campus Library.,16915,52124
NUWS:W,NUWS:W,Western Sydney University. Penrith Campus Library.,16915,225327
NUWS:ANDS,NUWS:ANDS,Western Sydney University. Research Data via ANDS.,16915,271
NUWS:M,NUWS:M,"Western Sydney University. Westmead Precinct, Library.",16915,0
NUWS:G,NUWS:G,Western Sydney University. Whitlam Prime Ministerial Collection.,16915,6354
WWES,WWES,Westonia Shire Council. Westonia Library.,,0
VWMR,VWMR,Whitehorse Manningham Regional Library Corporation. Whitehorse Manningham Libraries.,,204036
QWAS,QWAS,Whitsunday Anglican School.,,0
15559,,Whitsunday Regional Council.,,2093
QBL,QBL,Whitsunday Regional Council. Bowen Library.,15559,2093
3875,,Whitsunday Regional Council. Bowen Library. Collinsville Branch Library.,QBL,0
QWSC,QWSC,Whitsunday Regional Council. Whitsunday Regional Libraries.,15559,0
7255,,Whitsunday Regional Council. Whitsunday Regional Libraries. Beach Library.,QWSC,0
SWHY,SWHY,Whyalla Library Service. Whyalla Public Library.,,34186
VWAG,VWAG,William Angliss Institute. William Angliss Learning Resource Centre.,,1813
NWILC,NWILC,William Clarke College.,,0
10237,,Willoughby City Library.,,9188
329917,,Willoughby City Library. Castle Cove Library.,10237,0
NWML,NWML,Willoughby City Library. Chatswood Central Library.,10237,100
9202,,Willoughby City Library. Chatswood Central Library. Artarmon Library.,NWML,0
9203,,Willoughby City Library. Chatswood Central Library. Castlecrag Community Library.,NWML,0
9204,,Willoughby City Library. Chatswood Central Library. Naremburn Library.,NWML,0
9205,,Willoughby City Library. Chatswood Central Library. Northbridge Library.,NWML,0
NWML:PC,NWML:PC,Willoughby City Library. Picture Willoughby.,10237,9088
329937,,Willoughby City Library. West Chatswood Library.,10237,0
WWNA,WWNA,Wiluna Shire Council. Wiluna Library and Information Service.,,0
VWIM,VWIM,Wimmera Libraries. Horsham Libraries.,,46309
NWIC,NWIC,Wingecarribee Council. Wingecarribee Public Library.,,0
7249,,Wingecarribee Council. Wingecarribee Public Library. Mittagong Library.,NWIC,0
7248,,Wingecarribee Council. Wingecarribee Public Library. Moss Vale Library.,NWIC,0
VWOOD,VWOOD,Wodonga Historical Society.,,1247
NWOL,NWOL,Wollondilly Shire Council. Wollondilly Library.,,29890
NWPL,NWPL,Wollongong City Council. Wollongong City Libraries.,,109740
7343,,Wollongong City Council. Wollongong City Libraries. Corrimal District Library.,NWPL,0
7345,,Wollongong City Council. Wollongong City Libraries. Dapto District Library.,NWPL,0
7228,,Wollongong City Council. Wollongong City Libraries. Helensburgh Branch Library.,NWPL,0
6685,,Wollongong City Council. Wollongong City Libraries. Mobile Library.,NWPL,0
7229,,Wollongong City Council. Wollongong City Libraries. Thirroul Branch Library.,NWPL,0
7231,,Wollongong City Council. Wollongong City Libraries. Unanderra Branch Library.,NWPL,0
7344,,Wollongong City Council. Wollongong City Libraries. Warrawong District Library.,NWPL,0
WKE,WKE,Women and Newborn Health Service. WNHS Medical Library.,,3820
SWCH,SWCH,Women's  and Children's Health Network. WCHN Library.,,0
WWDN,WWDN,Woodanilling Shire Council. Woodanilling Public Library.,,0
10240,,Woollahra Library and Information Service.,,92419
NWOOL,NWOOL,Woollahra Library and Information Service. Double Bay Central Library.,10240,61061
NWOOL:P,NWOOL:P,Woollahra Library and Information Service. Local History Centre.,10240,31358
8795,,Woollahra Library and Information Service. Paddington Library.,10240,0
7307,,Woollahra Library and Information Service. Watsons Bay Library.,10240,0
SWPL,SWPL,Woomera Area School. Woomera Community Library.,,6556
VVWA,VVWA,WorkSafe Victoria.,,3388
SKSCL,SKSCL,Wudinna and Karcultaby School Community Libraries. Karcultaby School Community Library.,,16065
WWYA,WWYA,Wyalkatchem Shire Council. Wyalkatchem Library.,,0
VWYN,VWYN,Wyndham City Council Library Service. Wyndham City Libraries.,,100438
VXC,VXC,Xavier College. Brennan Library.,,7
SYCL,SYCL,Yankalilla School Community Library.,,13431
VYML,VYML,Yarra Libraries.,,80590
220439,,Yarra Libraries. Carlton Library.,VYML,0
4381,,Yarra Libraries. Collingwood Library.,VYML,0
7570,,Yarra Libraries. Fitzroy Library.,VYML,0
7572,,Yarra Libraries. North Fitzroy Library.,VYML,0
4201,,Yarra Libraries. Richmond Library.,VYML,2
VHEI,VHEI,Yarra Plenty Regional Library.,,146331
6801,,Yarra Plenty Regional Library. Diamond Valley Library.,VHEI,0
6803,,Yarra Plenty Regional Library. Eltham Library.,VHEI,0
6808,,Yarra Plenty Regional Library. Ivanhoe Library & Cultural Hub.,VHEI,0
6805,,Yarra Plenty Regional Library. Lalor Library.,VHEI,0
343902,,Yarra Plenty Regional Library. Mernda Library.,VHEI,0
81222,,Yarra Plenty Regional Library. Mill Park Library.,VHEI,0
8834,,Yarra Plenty Regional Library. Mobile Library .,VHEI,0
6809,,Yarra Plenty Regional Library. Rosanna Library.,VHEI,0
6807,,Yarra Plenty Regional Library. Thomastown Library.,VHEI,0
6806,,Yarra Plenty Regional Library. Watsonia Library.,VHEI,0
343922,,Yarra Plenty Regional Library. Whittlesea Library.,VHEI,0
VYRRM,VYRRM,Yarra Ranges Regional Museum.,,12629
VYVG,VYVG,Yarra Valley Grammar .,,0
VYMHS,VYMHS,Yarrawonga & Mulwala Historical Society.,,441
VYAR,VYAR,Yarriambiack Libraries.,,12971
3699,,Yarriambiack Libraries. Warracknabeal Library.,VYAR,0
NYVL,NYVL,Yass Valley Library Service.,,15975
SMSC,SMSC,Yorke Peninsula Libraries. Minlaton Community School Library.,,48518
VEAR,VEAR,Your Library Limited.,,125240
333998,,Your Library Limited. Bayswater Library.,VEAR,0
6832,,Your Library Limited. Belgrave Library.,VEAR,0
6816,,Your Library Limited. Boronia Library.,VEAR,0
6817,,Your Library Limited. Croydon Library.,VEAR,0
6815,,Your Library Limited. Ferntree Gully Library.,VEAR,0
6820,,Your Library Limited. Healesville Library.,VEAR,0
84137,,Your Library Limited. Knox Library.,VEAR,0
